Type,Breed1,Breed2,Color1,Color2,Color3,Fee,Quantity,VideoAmt,AgeBins,PhotoAmt,Age,BreedPure,Gender,MaturitySize,FurLength,Health,ColorAmt,Vaccinated,Dewormed,BreedName,Sterilized,StateBins,ColorName,Description,AdoptionSpeed
2,285,0,3,4,6,0,1,0,"[ 24, 60)",4,36,Y,1,2,2,1,3,3,3,Persian,3,41401,Golden,"Hi guys , i found some abandon dogs and cats in a puppy mill. They are living in a bad condition for now. Anyone wanted to adopt those dogs and cats please leave me a message. There is 3 x Pomeranian , 1 x Mixed , 1 x Persian cat and 1 x unknown breed cat",1
2,292,0,2,5,0,0,1,0,"[ 12, 24)",1,12,Y,1,2,1,1,2,1,1,Siamese,1,41327,Brown,"Malley is an alley cat who was rescued from the engine of a car that tried to roll him over. He has a 'question mark' tail and lovely blue eyes. He is versatile both indoors and outdoors and is good with dogs. He uses a scratching post and is litter box trained with both sand and silica. If he is left outside, he will just use the grass. He responds to his name and eats a lot - so 2 meals a day will suffice or else he will get fat. He has an eye condition which he was born with an a dose of gentamicin ointment once a fortnight helps get rid of the secretion coming from his right eye. We will provide the adoptee with a starter kit i.e. sleeping box and scratching post, food, eye ointment.",3
1,26,307,1,2,0,0,1,0,2,4,2,N,1,3,1,1,2,1,1,Belgian Shepherd Malinois,2,41326,Black,Healthy and adorable puppy looking for a forever home. If u are interested to gv him a home. Pls contact ,3
1,307,0,5,0,0,0,1,0,"[ 12, 24)",5,12,N,2,2,2,1,1,2,2,Mixed Breed,1,41336,Cream,"A gorgeous terrier mix homeless girl..Fila was helped by several rescuer friends in spaying and taking care of her, she was abandoned by her ex Indian owner when she was pregnant half year ago, she is now loitering in front of few shop houses but unfortunately she develops habit of chasing vehicle and loves to bark on stranger, shop owner there threaten to throw her to somewhere very soon. We're really very nervous and need to get her a home URGENTLY...JB animal lover who plans to get a pet recently please consider give her a chance to have a home. Thanks.. Interested to adopt? Here's our basic requirement... - Strictly NO tying/caging for long period - Agree to bring her for vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat her like your own precious family members Please give a home to Fila ♥",2
1,307,307,1,2,0,0,3,0,"[  3,  6)",12,3,N,3,3,1,1,2,3,3,Mixed Breed,3,41326,Black,URGENTLY NEEDS ADOPTION. The mother of these puppies were rescued from a drain. She has been adopted however her pupies need a loving home. They are currently in a veterinary and the veterinarian needs an urgent adopter since the pupies has been in a cage for 3months. Their whole puppyhood has been deprived of space and playtime. Will you help end their misery? Pls refer to the captions in their photos for a description of how they look.,3
1,141,307,7,0,0,0,1,0,"[  3,  6)",4,3,N,2,2,1,1,1,1,1,Labrador Retriever,2,41326,White,"Mandy is an adorable puppy, very tame and love human touch. She is faithful and devoted to her master. Mandy has a pair of blue colour eyes, very unique. If you are interested, please call Ms Fan at.",2
1,307,0,2,0,0,0,1,0,"[  0,  2)",0,1,N,1,1,1,1,1,2,2,Mixed Breed,2,41326,Brown,"Very cute . Anyone interested in adopting him and give him a forever home , contact me :)",3
2,266,265,2,3,7,0,1,0,2,3,2,N,2,2,1,1,3,3,3,Domestic Short Hair,3,41326,Brown,"Location: Serdang, near UPM. Urgently seeking a new loving home. Please contact me or Tang Sook Wah () if interested to adopt.",3
2,266,0,1,7,0,0,1,0,"[  3,  6)",0,4,Y,1,2,2,1,2,1,1,Domestic Short Hair,2,41401,Black,"Dewy is a obedient cat,toilet trained and he only like wiskas cat food. He is a very hygiene cat,does not like damp area.",2
1,307,307,2,0,0,0,1,0,"[  3,  6)",4,4,N,2,2,2,1,1,1,1,Mixed Breed,2,41326,Brown,For Adoption,3
2,264,264,1,7,0,100,1,0,"[ 12, 24)",5,14,Y,2,3,3,1,2,1,1,Domestic Long Hair,1,41326,Black,love to eat so make sure her bowl is not empty price is negotiated free delivery services(depends on area),4
2,266,265,6,0,0,0,1,0,"[  0,  2)",4,1,N,2,2,2,1,1,1,1,Domestic Short Hair,2,41326,Gray,The mother brought her babies up to my balcony one day. I think they are about one month old. The cutest little creatures. Help me give her a nice new home :),1
2,266,0,4,7,0,0,9,0,"[  0,  2)",5,1,Y,3,2,1,1,2,2,2,Domestic Short Hair,2,41326,Yellow,"Oyen is a female stray cat which has been adopted since 2 months old. She was born sometime in February . She has never been kept outside the cage except for this one time when we allowed her to roam free outside for a little bit and she dissapeared for 3 whole days. Little did we knew that she was on heat as all of the signs are not there to be seen. Fast forward 2 months later she gave birth to 5 beautiful kitten on /. All ""Orange"" in color. Enter Che Teh. She was an adult female stray cat which we used to feed outside our house for six months. From wild temperament she becomes quite docile herself. This time, she choose to delivered her kitten inside our driveway. She gave birth to 2 kittens about 2 weeks after Oyen. Both Oyen and Che Teh are good mother cat. They literally groomed and fed their youngs diligently. All of those Oyen 5 kittens sucked her milk until she became thin herself. As for Che Teh, her 2 kittens does not milked a lot. Naturally, Che Teh is fulled with milk. So we put Che Teh into Oyen's cage and observed. To our surprised. Oyen and Che Teh becomes best of friends. They groom each other kittens as of their own. Best still, both of them takes their turn in nursing their kitten... :) Only Oyen has been fully vaccinated, dewormed and deflead. Both of them has been fed with Blackwood Kitten kibbles and occasionally with Whiskas wet food. Both mother cats and kittens are opened for adoption; roughly in early February after they are atleast 8 weeks old and can eat on their own.",3
1,307,0,1,2,0,0,1,0,2,14,2,N,2,2,2,1,2,1,1,Mixed Breed,2,41401,Black,"Picked up from a big deep longkang, very smart girl and playful has a very nice soft fur, PLEASE do consider to adopt her as i don't have a shelter i keep all of the rescue pet in shop i currently have total 14 of dogs and cats are under my care, is getting more and more,need to rehome some i can only rescue new,serious adopter for more details please directly contact with me, thanks!",3
2,266,299,6,7,0,0,1,0,"[  6, 12)",2,8,N,2,2,1,1,2,2,2,Domestic Short Hair,1,41326,Gray,8 month old friendly grey tabby for adoption. She has been spayed and needs a home. She is a calm and gentle cat & loves attention & rubs.Interested adopters can whatapp me. Location Bandar Baru Bangi,2
2,266,0,2,6,7,0,2,0,2,5,2,Y,1,2,2,1,3,2,2,Domestic Short Hair,2,41401,Brown,"A stray cat brought 2 kittens to my backyard some 1 month back. Since then, I have given them shelter, protecting them from rain and shine. Mother cat is very protective of her kittens and shares them with her sister cat who is spayed. Being unable to have kittens of her own, she showered all her love on these 2 stray kittens. I provide cat litter for them and they are toilet trained. I am slowly starting them on solids. They will be good pet companions, as you start them from young. These 2 are survival kittens from a bood of 5 kittens, and will make a lovely pet if you train them from young.",1
2,266,0,1,6,7,0,3,0,"[  3,  6)",3,3,Y,1,1,2,1,3,2,2,Domestic Short Hair,2,41401,Black,Cat for adoption,2
2,266,0,1,2,7,0,1,0,"[  3,  6)",1,5,Y,1,2,2,1,3,2,1,Domestic Short Hair,2,41326,Black,"his name is leo. was found with another cat, molly near my house i took and care for him while getting an adopter who can love and care for him. very active and love to play a lot. easy going boy",1
1,307,0,2,7,0,0,1,0,2,2,2,N,2,2,2,1,2,3,3,Mixed Breed,2,41326,Brown,Lovely puppy looking for a forever home. Commitment to spay is compulsory . If u are interested to adopt pls contact Rachel.,3
2,266,0,2,6,7,50,3,0,"[  3,  6)",10,3,Y,3,1,1,1,3,1,1,Domestic Short Hair,2,41330,Brown,"These cute kittens were brought into our veterinary clinic by our regular client. She is a nun that rescues strays and houses them at her own compound. Recently, there has been an overflow of animals and a lack of space. She is currently boarding the kittens at our place in hope that they will find a loving home. Their mother is also at the clinic with them whom is also up for adoption (registered under another profile). When they first came to our clinic, they were not in the best of health. Calico kitten had a really bad infection in her eyes but has since recovered. However, we believe that she is able to only see shadows. Even that doesn't stop her from playing with her favourite toy (video is attached).",4
2,265,0,1,6,0,0,1,0,"[  3,  6)",2,4,Y,1,2,2,1,2,3,1,Domestic Medium Hair,3,41401,Black,"i was named after master yoda simply because at birth i strangely bore a similar resemblance to him and, escaped death many a time! i'm a survivor & an affectionate one too.",4
2,266,0,2,0,0,350,1,0,"[ 12, 24)",3,12,Y,1,2,1,1,1,1,1,Domestic Short Hair,1,41326,Brown,"Tigger is an active, playful and social animal. He loves to run, climb, chase cats around and is very affectionate with humans. Tigger is also cuddly and will be even more so as he was just recently neutered. He is already vaccinated and has also been dewormed. Since he was raised in a large litter, he is always friendly with other cats. Adoption fee is inclusive of free Royal Canin g, litter box and small bag of litter",4
2,292,0,1,7,0,0,1,0,2,2,2,Y,1,2,1,1,2,2,2,Siamese,2,41401,Black,Own kitten. 2 maths+. Healthy and active. Adopter must do vaccine & deworming. Request adopter to send photo after two weeks bcoz to make sure the kitten is in good condition.,1
1,307,0,5,0,0,0,3,0,"[  3,  6)",2,3,N,3,2,1,1,1,1,1,Mixed Breed,1,41326,Cream,"Puppies rescued from the pound and ready for adoption. 2 males & 1 female cream in colour. All are friendly ,active and healthy . Need a good home asap and will follow up with nuetering of the pups.",4
2,266,0,2,7,0,0,1,0,"[ 60,255]",2,84,Y,1,2,1,1,2,1,1,Domestic Short Hair,1,41326,Brown,Kaiser is a very friendly cat with lots of character. He loves attention and would do well with kids and other cats. He is eagerly awaiting a loving forever home.,1
2,299,0,2,5,6,50,3,0,"[  0,  2)",5,1,Y,3,2,2,1,3,1,1,Tabby,1,41326,Brown,"Mia was a stray cat adopted when she was heavily pregnant. Gave birth to 2 kittens, Puci and Pupu. They are healthy, playful, active and toilet trained. We will spay, vaccinate and deworm in Nov once babies are fully weaned. And adoption will be available in Nov. You may take all 3 or one kitty. Adoption is for free. We're looking for adopter who love cats and willing to take proper care of these lovely kitties and give them loving home:) Please contact me if you're interested. Adopting these cats would give us space to rescue and foster other cats in needs. #adoptdontbuy",1
2,266,266,1,2,7,0,5,0,"[  0,  2)",1,0,Y,3,2,1,1,3,2,2,Domestic Short Hair,2,41401,Black,surrogate mama cat urgently needed for these 5 newborn kittens. or anyone willing to Adopt/Foster do contact me. tqvm!,2
2,264,276,5,0,0,200,1,0,"[  6, 12)",20,9,N,1,2,3,1,1,1,1,Domestic Long Hair,1,41330,Cream,DaH,3
1,307,0,2,0,0,0,1,0,"[  3,  6)",5,3,N,2,2,2,1,1,2,2,Mixed Breed,2,41326,Brown,"adorable little tiny was found playing within factory area.she is sweet and like human a lots. Terms and Conditions: The person who want to adopt the dog 1) Have to stay in landed property and not condo, apartment, flat or shoplot. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog. For anyone who are willing to give little tiny a home, please call Mr.Ong",1
1,307,213,1,2,5,0,4,0,"[ 24, 60)",4,24,N,3,2,2,1,3,1,1,Mixed Breed,1,41401,Black,"PLEASE RESCUE/ADOPT ME FROM KLANG POUND OR I WILL BE PUT TO DEATH BY THIS WEEK, 14/3/10. Angelina is in ""Angelina"" shape now after 3 months of rehabilitation in our Transit. Her photo will be up dated soonest. Please call ----------------------------------------------------- Adoption Procedure: This dog has been caught by Majlis Perbandaran Klang, and if nobody comes forward to adopt it, it will be euthanized within a few days. Even owned dogs are also often caught, and the owners are not aware for it. Those wishing to adopt this pet from Klang Dog Pound, please follow the procedures below: 1. Drive to Pusat Kurungan Haiwan Lebuh Sultan Muhammad Kawasan Perindustrian Bandar Sultan Sulaiman Pelabuhan Klang Tel : (For Sat & Sun, opening hours are 8am - 12pm) 2. Secure a Borang Permohonan Tuntutan Anjing, Selepas Tempoh 7 hari. Complete it & ensure it is endorsed by the relevant officier & stamped with relevant chop. 3. Provide a photostated copy of your Identification Card or Passport with each application * policies & requirements stiffen day by day * Advisable to provide a copy of IC/Passport per application (Just in case) * Secure extra application if there is any inkling of additional adoption. * Don't expect any leniency (Even we committee members, slaves & beggars don't have any unless OK by big guy) 4. Please be compassionate. Put yourself in their shoes: locked inside knowing its over. THEY DO KNOW. 5. I have seen them wasted much close to D days. Don't tell me they didn't undergo heightened enxiety & despair in anticipation of the end. What's worse their owners never came for them.",4
